what are bigos?	["Stew"]	["Polish food"]
what is the theme of scarlet letter by nathaniel hawthorne?	["Dark romanticism"]	["The scarlet letter", "Mosses from an Old Manse [EasyRead Edition]", "Fanshawe (Short story index reprint series)", "The scarlet letter", "Twice Told Tales (Classic Books on Cassettes Collection) [UNABRIDGED] (Classic Books on Cassettes Collection)", "The Scarlet Letter", "Fanshawe", "The Blithedale Romance (Norton Critical Editions)", "The Blithedale Romance", "The scarlet letter", "The Marble Faun", "The Blithedale Romance", "The Scarlet Letter (Classic Fiction)", "The Scarlet Letter (Illustrated Classics)", "Young Goodman Brown", "The house of the seven gables", "The Scarlet letter", "The scarlet letter", "The Blithedale Romance", "The Scarlet Letter (Cyber Classics)", "The scarlet letter", "The scarlet letter", "Twice Told Tales", "Fanshawe", "The Snow Image and Other Twice-Told Tales", "The house of the seven gables", "The Scarlet Letter (Everyman Paperbacks)", "The scarlet letter", "The Scarlet Letter", "The Snow Image and Other Twice-Told Tales", "The Snow-Image and Other Twice-Told Tales", "The Marble Faun", "The House of the Seven Gables (Classic Collection)", "The Blithedale Romance", "The Snow Image, and Other Twice-Told Tales", "Fanshawe (Dodo Press)", "The Scarlet Letter (Signet Classics)", "The Blithedale romance", "Mosses from an Old Manse [EasyRead Comfort Edition]", "Mosses from an Old Manse", "The scarlet letter", "The house of the seven gables.", "Marble Faun (volume 6) (The Works Of Nathaniel Hawthorne (12 Volumes)", "The Blithedale Romance (Oxford World's Classics)", "The Marble Faun", "The Marble Faun", "Twice-told tales", "The Blithedale Romance", "Mosses From An Old Manse (volume 2) (The Works Of Nathaniel Hawthorne (12 Volumes)", "The Scarlet Letter (Saddleback Classics)", "The Marble Faun", "Fanshawe", "Twice Told Tales", "The Scarlet Letter (Signet Classics)", "Marble Faun", "Fanshawe", "House of the Seven Gables, The", "The Snow Image and Other Twice-Told Tales", "The scarlet letter", "Twice-Told Tales", "Twice Told Tales", "The Scarlet Letter", "The scarlet letter", "Fanshawe", "The Blithedale romance", "Mosses from an Old Manse", "Twice Told Tales", "The House of the Seven Gables (Classic Collection)", "Twice Told Tales", "Mosses from an Old Manse, Volume I", "The scarlet letter", "Twice-told tales", "Twice Told Tales", "Fanshawe", "House of the Seven Gables, The (Classic Collection)", "The house of the seven gables.", "Fanshawe", "Fanshawe", "Fanshawe (Large Print Edition)", "The Blithedale Romance (Large Print Edition)", "Scarlet Letter (436272)", "Mosses from an Old Manse [EasyRead Large Edition]", "The Marble Faun", "Fanshawe", "The house of the seven gables", "The house of the seven gables", "Twice Told Tales", "Twice-told Tales", "Twice-Told Tales", "Twice-told Tales", "Twice Told Tales", "Twice-Told Tales (Large Print)", "Twice Told Tales", "Twice Told Tales", "Twice Told Tales", "Twice Told Tales", "Twice Told Tales (Volume 1 ) (The Works Of Nathaniel Hawthorne (12 Volumes)", "Twice Told Tales (Notable American Authors)", "Fanshawe", "The House Of The Seven Gables (World Classics (Paperback)) (World Classics (Paperback))", "Mosses from an Old Manse", "Mosses From An Old Manse, V2", "Twice Told Tales", "The scarlet letter", "The Scarlet Letter (Classic Collection)", "The Marble Faun", "The Marble Faun", "Fanshawe", "Fanshawe", "Fanshawe", "Mosses from an Old Manse", "Mosses from an Old Manse", "The house of the seven gables", "Mosses From An Old Manse, V2", "Blithedale Romance", "The scarlet letter", "Mosses From An Old Manse, V1", "Twice Told Tales", "The House of the Seven Gables, Large-Print Edition", "Fanshawe", "The Snow Image and Other Twice-Told Tales", "The Snow Image And Other Twice-Told Tales", "The House of The Seven Gables [EasyRead Large Edition]", "The house of the seven gables", "The scarlet letter", "The scarlet letter", "The scarlet letter", "The scarlet letter", "The scarlet letter", "The scarlet letter", "The scarlet letter", "The scarlet letter", "The scarlet letter", "The scarlet letter", "The scarlet letter", "The scarlet letter", "The scarlet letter", "The scarlet letter", "The scarlet letter", "The scarlet letter", "The scarlet letter", "The Scarlet Letter", "The Scarlet Letter", "The Scarlet Letter", "Scarlet Letter", "The Scarlet Letter", "The Scarlet Letter", "Scarlet Letter", "The Scarlet Letter", "The Scarlet Letter", "The scarlet letter", "The scarlet letter", "The scarlet letter", "The scarlet letter", "The scarlet letter", "The Scarlet Letter (Penguin Classics)", "The scarlet letter", "The scarlet letter", "Scarlet Letter (Watermill Classics)", "The Scarlet Letter (Cliffs Complete)", "Scarlet Letter (Riverside Editions)", "The Scarlet Letter (Signet Classics)", "The Scarlet Letter (Bantam Classics)", "The Scarlet Letter (Signet Classics)", "The Scarlet Letter (Illustrated Classics)", "The Scarlet Letter (Collector's Library)", "The Scarlet Letter (Adult Classics)", "The Scarlet Letter (Ultimate Classics)", "The Scarlet Letter (Signet Classics)", "The Scarlet Letter (Wordsworth Classics)", "Scarlet Letter (2 CDs)", "The Scarlet Letter (Tor Classics)", "The Scarlet Letter (Pacemaker Classics)", "The Scarlet Letter (Silver Classics)", "Scarlet Letter (Classic Retelling)", "The Scarlet Letter (Classic Collection)", "The Scarlet Letter (Classic Collection)", "The Scarlet Letter (Ultimate Classics)", "Scarlet Letter (Saddleback Classics)", "The Blithedale Romance", "The scarlet letter", "Twice-told tales", "The Snow Image and Other Twice-Told Tales", "Young Goodman Brown, and other short stories", "The Scarlet Letter", "Blithedale Romance (Modern Library Classics (Turtleback))", "The Snow-Image and Other Twice-Told Tales", "House of the Seven Gables, The", "The House of the Seven Gables (Classic Collection)", "The Blithedale Romance", "The marble faun", "The Marble Faun", "The Marble Faun", "The Marble Faun", "The Marble Faun", "The marble faun", "The Marble Faun (Signet Classics)", "The Marble Faun (Classic Books on Cassettes Collection)", "The house of the seven gables", "The Snow Image And Other Twice-told Tales", "Fanshawe (Large Print)", "The Blithedale romance", "The Blithedale Romance (Everyman's Library (Paper))", "Blithedale Romance", "Twice Told Tales (Large Print Edition)", "The Blithedale romance", "Young Goodman Brown", "The Snow Image and Other Twice-Told Tales", "Mosses from an old manse", "The Marble Faun", "Mosses from an old Manse.", "Mosses from an old manse", "Mosses from an Old Manse, V1", "Mosses from an Old Manse (Large Print)", "Mosses from an Old Manse, V2", "Mosses From An Old Manse (Notable American Authors)", "Mosses From An Old Manse, V1", "Mosses from an Old Manse, Volume II", "Mosses from an Old Manse, Volume II", "Mosses from an Old Manse, Volume I", "The Marble Faun", "The Snow Image and Other Twice-Told Tales", "Fanshawe (vol 11) (Notable American Authors)", "The house of the seven gables", "The Marble Faun", "The House of the Seven Gables/1 Audio Cassette", "The marble faun", "The House of the Seven Gables", "The house of the seven gables", "The Blithedale Romance", "The Blithedale romance", "The Blithedale romance", "The Blithedale romance", "The Blithedale romance", "The Blithedale Romance", "The Blithedale romance", "Fanshawe", "The snow image and other twice-told tales.", "The House of the Seven Gables", "The Snow Image And Other Twice-Told Tales", "The house of the seven gables", "The house of the seven gables", "The House of the Seven Gables and the Snow Image", "House of the Seven Gables, The (Classic Collection (Brilliance Audio (Firm)).)"]
what products and\/or services does google offer customers?	["Google Maps", "Google Calendar", "Google SketchUp", "Google Docs and Spreadsheets", "Blogger", "Picasa", "Google Talk", "Google X", "Gmail"]	["Advertising", "Information technology", "Search engine", "Internet Publishing and Broadcasting and Web Search Portal", "Software", "Technology", "Geographic information system", "Search", "Search Engine Marketing"]
when was the last time the dallas cowboys won the superbowl?	["Super Bowl XXX"]	["Super Bowl XXVII", "Super Bowl XII", "Super Bowl VI", "Super Bowl XXVIII", "Super Bowl XXX"]
what episode of how i met your mother is carrie underwood on?	["Hooked"]	["People's Choice Award for Favorite TV Guest Star"]
what make of bike did steve mcqueen ride in the great escape?	["Yucatan"]	["Hilts 'The Cooler King'"]
who played stanley kowalski in a streetcar named desire movie?	["Marlon Brando"]	["Marlon Brando", "Alec Baldwin", "Treat Williams"]
what kind of government does the united states have currently?	["Federal republic"]	["Presidential system", "Federal republic", "Constitutional republic"]
when is the last time the pittsburgh steelers won a superbowl?	["Super Bowl XLIII"]	["Super Bowl XLIII", "Super Bowl XIII", "Super Bowl XL", "Super Bowl IX", "Super Bowl X", "Super Bowl XIV"]
what is the name of the national anthem of canada ( 2 words )?	["O Canada"]	["English Language", "French Language"]
through which countries of the sahel does the niger river flow?	["Guinea", "Niger", "Mali", "Nigeria", "Benin"]	["Senegal", "Burkina Faso", "Ethiopia", "Chad", "Mali", "Niger", "Nigeria", "Sudan", "Algeria", "Eritrea", "Mauritania"]
what vegetables can i plant in november in southern california?	["Olallieberry", "Apple", "Phoenix dactylifera", "Common Fig", "Apricot", "Lemon", "Grapefruit", "Cherry", "Grape", "Boysenberry"]	["Gray wolf"]
who is the minority leader of the house of representatives now?	["Nancy Pelosi"]	["Tip O'Neill", "Sam Rayburn"]
who does mike marry at the end of season 5 desperate housewives?	["Susan Delfino"]	["Ole Miss Rebels football"]
when was the last time the boston bruins went to the stanley cup?	["2011 Stanley Cup Finals"]	["1929 Stanley Cup Finals", "1970 Stanley Cup Finals", "1939 Stanley Cup Finals", "1972 Stanley Cup Finals", "2011 Stanley Cup Finals", "1941 Stanley Cup Finals"]
who was the voice of darth vader in the original star wars movie?	["James Earl Jones"]	["James Earl Jones", "David Prowse"]
who was the secretary of state when andrew jackson was president?	["Martin Van Buren"]	["Martin Van Buren", "Louis McLane", "Edward Livingston", "John Forsyth", "James Alexander Hamilton"]
when was the last time the toronto maple leafs made the playoffs?	["1949 Stanley Cup Finals"]	["1962 Stanley Cup Finals", "1932 Stanley Cup Finals", "1963 Stanley Cup Finals", "1942 Stanley Cup Finals", "1949 Stanley Cup Finals", "1945 Stanley Cup Finals", "1947 Stanley Cup Finals", "1964 Stanley Cup Finals", "1967 Stanley Cup Finals", "1951 Stanley Cup Finals", "1948 Stanley Cup Finals"]
what was thomas jefferson role in the declaration of independence?	["Writer"]	["United States Declaration of Independence"]
when was the last time the toronto maple leafs win the stanley cup?	["1967 Stanley Cup Finals"]	["1962 Stanley Cup Finals", "1932 Stanley Cup Finals", "1963 Stanley Cup Finals", "1942 Stanley Cup Finals", "1949 Stanley Cup Finals", "1945 Stanley Cup Finals", "1947 Stanley Cup Finals", "1964 Stanley Cup Finals", "1967 Stanley Cup Finals", "1951 Stanley Cup Finals", "1948 Stanley Cup Finals"]
which continental congress approve the declaration of independence?	["Second Continental Congress"]	["John Hancock", "Francis Hopkinson", "John Penn", "Benjamin Harrison V", "Benjamin Franklin", "Thomas Jefferson", "George Ross", "Oliver Wolcott", "Samuel Chase", "Francis Lewis", "George Walton", "Benjamin Rush", "Francis Lightfoot Lee", "Richard Henry Lee", "James Wilson", "Lewis Morris", "James Smith", "William Ellery", "William Hooper", "Robert Treat Paine", "Elbridge Gerry", "John Adams", "William Williams", "Thomas Stone", "William Paca", "Thomas Heyward, Jr.", "John Witherspoon", "Robert Morris", "Arthur Middleton", "Samuel Adams", "Edward Rutledge", "Charles Carroll of Carrollton", "George Read", "Thomas McKean", "Samuel Huntington", "Roger Sherman", "George Clymer", "Abraham Clark", "William Floyd", "Matthew Thornton", "Josiah Bartlett", "Caesar Rodney", "George Taylor", "Stephen Hopkins", "Richard Stockton", "Carter Braxton", "Philip Livingston", "Lyman Hall", "John Hart", "Joseph Hewes", "Thomas Lynch, Jr.", "Thomas Nelson, Jr.", "William Whipple", "George Wythe", "John Morton", "Button Gwinnett"]
what else did alexander graham bell invent other than the telephone?	["Graphaphone"]	["Telephone", "Graphaphone"]
what did anton van leeuwenhoek contribute to our knowledge of cells?	["microscope first used by anton van leeuwenhoek"]	["The Collected Letters of Antoni Van Leeuwenhoek - Volume 14", "The Collected Letters of Antoni Van Leeuwenhoek - Volume 16", "The Collected Letters of Antoni Van Leeuwenhoek - Volume 17"]
under what political system does the united states government operate?	["Presidential system", "Federal republic", "Representative democracy", "Two-party system", "Constitutional republic", "Republic"]	["Presidential system", "Federal republic", "Constitutional republic"]
what kind of government did the united states have after the revolution?	["Presidential system", "Federal republic", "Representative democracy", "Two-party system", "Constitutional republic", "Republic"]	["Presidential system", "Federal republic", "Constitutional republic"]
what school did martin luther king jr received his doctorate degree from?	["Boston University"]	["Boston University", "Washington High School", "Morehouse College", "Crozer Theological Seminary"]
what year did the golden state warriors win their first nba championship?	["1975 NBA Finals"]	["1975 NBA Finals"]
what is the name of the speaker of the house of representatives now 2011?	["Nancy Pelosi"]	["Ohio's 8th congressional district"]
who did gerald ford select as his vice president when he became president?	["Nelson Rockefeller"]	["Richard Nixon"]
which of the following was a contribution thomas hunt morgan made to genetics?	["Chromosome"]	["Copley Medal", "Nobel Prize in Physiology or Medicine"]
when was the last time the toronto maple leafs were in the stanley cup finals?	["1967 Stanley Cup Finals"]	["1962 Stanley Cup Finals", "1932 Stanley Cup Finals", "1963 Stanley Cup Finals", "1942 Stanley Cup Finals", "1949 Stanley Cup Finals", "1945 Stanley Cup Finals", "1947 Stanley Cup Finals", "1964 Stanley Cup Finals", "1967 Stanley Cup Finals", "1951 Stanley Cup Finals", "1948 Stanley Cup Finals"]
